	Kingdom	Phylum	Class	Order	Family	Genus
sq1	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq2	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq3	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq4	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq5	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq6	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_uc	Gammaproteobacteria_uc	Gammaproteobacteria_uc
sq7	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4	Arctic97B-4_uc	Arctic97B-4_uc
sq9	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq10	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter
sq12	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq13	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga
sq14	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116_clade	OCS116_clade_uc
sq15	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq16	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq17	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq18	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq19	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq20	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Dadabacteriales_uc	Dadabacteriales_uc
sq21	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq22	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
sq23	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_uc
sq24	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq25	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq26	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq27	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uc
sq28	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq29	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq30	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq31	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa
sq32	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_uc	Gammaproteobacteria_uc	Gammaproteobacteria_uc
sq33	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq34	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
sq35	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq36	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
sq37	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uc
sq38	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq39	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq40	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter_clade_NAC11-7_lineage
sq41	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq42	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uc
sq43	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
sq44	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincolaceae_uc
sq45	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq46	Bacteria	Proteobacteria	Proteobacteria_uc	Proteobacteria_uc	Proteobacteria_uc	Proteobacteria_uc
sq47	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
sq48	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
sq49	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq50	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq51	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
sq52	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq53	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesiaceae_uc
sq54	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
sq55	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
sq56	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq57	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536_uc	Ga0077536_uc
sq58	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales_uc	Defluviicoccales_uc
sq59	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq60	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
sq61	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
sq62	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_IV	SAR11_Clade_IV_uc
sq63	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq64	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq65	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq66	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lentibacter
sq67	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq68	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353	UBA10353_uc	UBA10353_uc
sq69	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq70	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq71	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_uc	OM182_clade_uc
sq72	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
sq73	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
sq74	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq75	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_uc
sq76	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq77	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq78	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophagaceae_uc
sq79	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uc
sq80	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_uc	OM182_clade_uc
sq81	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	EPR3968-O8a-Bc78_uc	EPR3968-O8a-Bc78_uc
sq82	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq83	Bacteria	Gemmatimonadota	BD2-11	BD2-11_uc	BD2-11_uc	BD2-11_uc
sq84	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
sq85	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq86	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq87	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales_uc	Defluviicoccales_uc
sq88	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq89	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq90	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uc
sq91	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_uc	Gammaproteobacteria_uc	Gammaproteobacteria_uc
sq92	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq93	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq94	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
sq95	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
sq96	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum
sq97	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq98	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uc
sq99	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq100	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_uc	OM182_clade_uc
sq101	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_uc
sq103	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_uc	Alphaproteobacteria_uc	Alphaproteobacteria_uc
sq104	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq105	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
sq106	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
sq107	Bacteria	Gemmatimonadota	BD2-11	BD2-11_uc	BD2-11_uc	BD2-11_uc
sq108	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq109	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq110	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq111	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_uc	SAR11_clade_uc
sq112	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4	Arctic97B-4_uc	Arctic97B-4_uc
sq113	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq114	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq115	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_uc
sq117	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
sq118	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq119	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas
sq120	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uc
sq121	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_IV	SAR11_Clade_IV_uc
sq122	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_uc
sq123	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uc
sq124	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_uc
sq125	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq126	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq127	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
sq128	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq129	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwelliaceae_uc
sq130	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq131	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens
sq132	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa
sq133	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq134	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq135	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_uc
sq136	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq137	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq139	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	AT-s3-44_uc	AT-s3-44_uc
sq140	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales_uc	Defluviicoccales_uc
sq141	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353	UBA10353_uc	UBA10353_uc
sq142	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
sq143	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_clade_uc	SAR11_clade_uc
sq144	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Dadabacteriales_uc	Dadabacteriales_uc
sq145	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
sq146	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina
sq147	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
sq148	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq149	Bacteria	SAR324	SAR324_uc	SAR324_uc	SAR324_uc	SAR324_uc
sq150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
sq151	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq152	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq153	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_uc	Gammaproteobacteria_uc	Gammaproteobacteria_uc
sq154	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq155	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincolaceae_uc
sq156	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_uc
sq157	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincolaceae_uc
sq158	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
sq159	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq160	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq161	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uc
sq162	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae_uc
sq163	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq164	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_uc	Vicinamibacterales_uc
sq165	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq166	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq167	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_uc	KI89A_clade_uc
sq168	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq169	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq170	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq171	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga
sq172	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq173	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales_uc	Defluviicoccales_uc
sq174	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_uc
sq175	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_uc
sq176	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq177	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq178	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_uc	OM182_clade_uc
sq179	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_uc
sq180	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriia_uc	Cyanobacteriia_uc	Cyanobacteriia_uc
sq181	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq182	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq183	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade
sq184	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_uc
sq185	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	Arctic95B-14_uc
sq186	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq187	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq188	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
sq189	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_uc
sq190	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ib
sq191	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq192	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq193	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169_uc
sq194	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq195	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353	UBA10353_uc	UBA10353_uc
sq196	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq197	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4	Arctic97B-4_uc	Arctic97B-4_uc
sq198	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
sq199	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_uc
sq200	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353	UBA10353_uc	UBA10353_uc
sq201	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
sq202	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4	Arctic97B-4_uc	Arctic97B-4_uc
sq203	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	Marine_Group_II_uc	Marine_Group_II_uc
sq204	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	AT-s3-44_uc	AT-s3-44_uc
sq205	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_uc	Alphaproteobacteria_uc	Alphaproteobacteria_uc
sq206	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq207	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
sq208	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
sq209	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq210	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadales_uc	Kordiimonadales_uc
sq211	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
sq212	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_uc
sq213	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
sq214	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902
sq215	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq216	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa
sq217	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq218	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales_uc	Defluviicoccales_uc
sq219	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
sq220	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
sq221	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
sq222	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
sq223	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc	Marinimicrobia_SAR406_uc
sq224	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculaceae_uc
sq225	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
sq226	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq227	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_uc
sq228	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
sq229	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	Candidatus_Puniceispirillum
sq230	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_uc
sq231	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	AT-s3-44_uc	AT-s3-44_uc
sq232	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	EPR3968-O8a-Bc78_uc	EPR3968-O8a-Bc78_uc
sq233	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_uc
sq234	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_uc	SAR86_clade_uc
