biome	year	month	day	hour	date	depth_CTD-onRAS	CTD-belowRAS	density_kg.m^3_CTD-onRAS	density_kg.m^3_CTD-belowRAS	strat	minimum_MLD
WSC	2016	9	4	12	2016-09-04	31	57	27.3	27.42	0.0000437	0
WSC	2016	9	4	13	2016-09-04	31	57	27.3	27.42	0.000044	0
WSC	2016	9	4	14	2016-09-04	31	57	27.3	27.42	0.0000442	0
WSC	2016	9	4	15	2016-09-04	31	57	27.3	27.42	0.0000445	0
WSC	2016	9	4	16	2016-09-04	31	57	27.3	27.42	0.0000448	0
WSC	2016	9	4	17	2016-09-04	31	57	27.3	27.43	0.000045	0
WSC	2016	9	4	18	2016-09-04	31	57	27.3	27.43	0.0000452	0
WSC	2016	9	4	19	2016-09-04	31	57	27.31	27.43	0.0000455	0
WSC	2016	9	4	20	2016-09-04	31	57	27.31	27.43	0.0000457	0
WSC	2016	9	4	21	2016-09-04	32	57	27.31	27.43	0.000046	0
WSC	2016	9	4	22	2016-09-04	32	58	27.31	27.43	0.0000462	0
WSC	2016	9	4	23	2016-09-04	32	57	27.31	27.44	0.0000464	0
WSC	2016	9	5	0	2016-09-05	32	57	27.31	27.44	0.0000467	0
WSC	2016	9	5	1	2016-09-05	31	57	27.31	27.44	0.0000469	57.19
WSC	2016	9	5	2	2016-09-05	31	57	27.31	27.44	0.0000471	57.19
WSC	2016	9	5	3	2016-09-05	31	57	27.31	27.44	0.0000473	56.97
WSC	2016	9	5	4	2016-09-05	31	57	27.31	27.44	0.0000475	57.07
WSC	2016	9	5	5	2016-09-05	31	57	27.31	27.44	0.0000478	56.95
WSC	2016	9	5	6	2016-09-05	31	57	27.32	27.45	0.000048	56.89
WSC	2016	9	5	7	2016-09-05	31	57	27.32	27.45	0.0000482	56.59
WSC	2016	9	5	8	2016-09-05	31	57	27.32	27.45	0.0000484	56.99
WSC	2016	9	5	9	2016-09-05	31	57	27.32	27.45	0.0000486	0
WSC	2016	9	5	10	2016-09-05	31	57	27.32	27.45	0.0000488	0
WSC	2016	9	5	11	2016-09-05	31	57	27.32	27.45	0.000049	0
WSC	2016	9	5	12	2016-09-05	31	57	27.32	27.46	0.0000491	0
WSC	2016	9	5	13	2016-09-05	31	57	27.32	27.46	0.0000493	0
WSC	2016	9	5	14	2016-09-05	31	57	27.32	27.46	0.0000495	0
WSC	2016	9	5	15	2016-09-05	31	57	27.32	27.46	0.0000497	0
WSC	2016	9	5	16	2016-09-05	31	57	27.33	27.46	0.0000499	0
WSC	2016	9	5	17	2016-09-05	31	57	27.33	27.46	0.00005	0
WSC	2016	9	5	18	2016-09-05	31	57	27.33	27.46	0.0000502	0
WSC	2016	9	5	19	2016-09-05	31	57	27.33	27.47	0.0000504	0
WSC	2016	9	5	20	2016-09-05	31	57	27.33	27.47	0.0000506	0
WSC	2016	9	5	21	2016-09-05	31	57	27.33	27.47	0.0000507	0
WSC	2016	9	5	22	2016-09-05	31	57	27.33	27.47	0.0000509	0
WSC	2016	9	5	23	2016-09-05	31	57	27.33	27.47	0.000051	0
WSC	2016	9	6	0	2016-09-06	31	57	27.34	27.47	0.0000512	0
WSC	2016	9	6	1	2016-09-06	31	57	27.34	27.48	0.0000513	0
WSC	2016	9	6	2	2016-09-06	31	57	27.34	27.48	0.0000515	0
WSC	2016	9	6	3	2016-09-06	31	57	27.34	27.48	0.0000516	0
WSC	2016	9	6	4	2016-09-06	31	57	27.34	27.48	0.0000518	0
WSC	2016	9	6	5	2016-09-06	31	57	27.34	27.48	0.0000519	0
WSC	2016	9	6	6	2016-09-06	31	57	27.34	27.48	0.000052	0
WSC	2016	9	6	7	2016-09-06	31	57	27.34	27.49	0.0000522	0
WSC	2016	9	6	8	2016-09-06	32	57	27.35	27.49	0.0000523	0
WSC	2016	9	6	9	2016-09-06	33	58	27.35	27.49	0.0000524	0
WSC	2016	9	6	10	2016-09-06	33	59	27.35	27.49	0.0000525	0
WSC	2016	9	6	11	2016-09-06	33	59	27.35	27.49	0.0000526	0
WSC	2016	9	6	12	2016-09-06	33	59	27.35	27.49	0.0000528	0
WSC	2016	9	6	13	2016-09-06	32	58	27.35	27.5	0.0000529	0
WSC	2016	9	6	14	2016-09-06	31	57	27.35	27.5	0.000053	0
WSC	2016	9	6	15	2016-09-06	31	57	27.36	27.5	0.0000531	0
WSC	2016	9	6	16	2016-09-06	31	57	27.36	27.5	0.0000532	0
WSC	2016	9	6	17	2016-09-06	31	57	27.36	27.5	0.0000532	0
WSC	2016	9	6	18	2016-09-06	31	57	27.36	27.5	0.0000533	0
WSC	2016	9	6	19	2016-09-06	32	58	27.36	27.51	0.0000534	0
WSC	2016	9	6	20	2016-09-06	33	59	27.36	27.51	0.0000535	0
WSC	2016	9	6	21	2016-09-06	34	60	27.36	27.51	0.0000536	0
WSC	2016	9	6	22	2016-09-06	36	61	27.36	27.51	0.0000536	0
WSC	2016	9	6	23	2016-09-06	37	63	27.37	27.51	0.0000537	0
WSC	2016	9	7	0	2016-09-07	36	62	27.37	27.51	0.0000537	0
WSC	2016	9	7	1	2016-09-07	34	60	27.37	27.51	0.0000538	0
WSC	2016	9	7	2	2016-09-07	33	58	27.37	27.52	0.0000538	0
WSC	2016	9	7	3	2016-09-07	32	58	27.37	27.52	0.0000539	0
WSC	2016	9	7	4	2016-09-07	32	57	27.37	27.52	0.0000539	0
WSC	2016	9	7	5	2016-09-07	32	57	27.37	27.52	0.0000539	0
WSC	2016	9	7	6	2016-09-07	32	58	27.38	27.52	0.000054	0
WSC	2016	9	7	7	2016-09-07	33	58	27.38	27.52	0.000054	0
WSC	2016	9	7	8	2016-09-07	33	59	27.38	27.52	0.000054	0
WSC	2016	9	7	9	2016-09-07	33	59	27.38	27.53	0.000054	0
WSC	2016	9	7	10	2016-09-07	33	59	27.38	27.53	0.000054	0
WSC	2016	9	7	11	2016-09-07	34	60	27.38	27.53	0.000054	0
WSC	2016	9	7	12	2016-09-07	33	59	27.38	27.53	0.000054	0
WSC	2016	9	7	13	2016-09-07	32	58	27.38	27.53	0.0000539	0
WSC	2016	9	7	14	2016-09-07	32	57	27.39	27.53	0.0000539	0
WSC	2016	9	7	15	2016-09-07	31	57	27.39	27.53	0.0000539	0
WSC	2016	9	7	16	2016-09-07	31	57	27.39	27.53	0.0000538	0
WSC	2016	9	7	17	2016-09-07	31	57	27.39	27.54	0.0000538	0
WSC	2016	9	7	18	2016-09-07	31	57	27.39	27.54	0.0000537	0
WSC	2016	9	7	19	2016-09-07	31	56	27.39	27.54	0.0000536	0
WSC	2016	9	7	20	2016-09-07	31	57	27.39	27.54	0.0000536	0
WSC	2016	9	7	21	2016-09-07	32	58	27.39	27.54	0.0000535	0
WSC	2016	9	7	22	2016-09-07	33	59	27.4	27.54	0.0000534	0
WSC	2016	9	7	23	2016-09-07	33	59	27.4	27.54	0.0000533	0
WSC	2016	9	8	0	2016-09-08	33	58	27.4	27.54	0.0000532	0
WSC	2016	9	8	1	2016-09-08	32	57	27.4	27.54	0.0000531	0
WSC	2016	9	8	2	2016-09-08	31	57	27.4	27.54	0.000053	0
WSC	2016	9	8	3	2016-09-08	31	57	27.4	27.54	0.0000529	0
WSC	2016	9	8	4	2016-09-08	31	57	27.4	27.54	0.0000527	0
WSC	2016	9	8	5	2016-09-08	31	57	27.4	27.54	0.0000526	0
WSC	2016	9	8	6	2016-09-08	31	57	27.4	27.55	0.0000524	0
WSC	2016	9	8	7	2016-09-08	31	56	27.4	27.55	0.0000523	0
WSC	2016	9	8	8	2016-09-08	31	56	27.4	27.55	0.0000521	0
WSC	2016	9	8	9	2016-09-08	31	56	27.41	27.55	0.000052	0
WSC	2016	9	8	10	2016-09-08	32	57	27.41	27.55	0.0000518	0
WSC	2016	9	8	11	2016-09-08	32	58	27.41	27.55	0.0000516	0
WSC	2016	9	8	12	2016-09-08	31	57	27.41	27.55	0.0000515	0
WSC	2016	9	8	13	2016-09-08	31	57	27.41	27.55	0.0000513	0
WSC	2016	9	8	14	2016-09-08	31	57	27.41	27.55	0.0000511	0
WSC	2016	9	8	15	2016-09-08	31	57	27.41	27.55	0.0000509	0
WSC	2016	9	8	16	2016-09-08	31	57	27.41	27.55	0.0000507	0
WSC	2016	9	8	17	2016-09-08	31	57	27.41	27.55	0.0000505	0
WSC	2016	9	8	18	2016-09-08	31	57	27.41	27.55	0.0000503	0
WSC	2016	9	8	19	2016-09-08	31	56	27.41	27.55	0.0000501	0
WSC	2016	9	8	20	2016-09-08	31	57	27.41	27.55	0.0000499	0
WSC	2016	9	8	21	2016-09-08	31	57	27.41	27.55	0.0000497	0
WSC	2016	9	8	22	2016-09-08	32	57	27.41	27.55	0.0000494	0
WSC	2016	9	8	23	2016-09-08	32	57	27.41	27.55	0.0000492	0
WSC	2016	9	9	0	2016-09-09	32	58	27.42	27.55	0.000049	0
WSC	2016	9	9	1	2016-09-09	32	57	27.42	27.55	0.0000488	0
WSC	2016	9	9	2	2016-09-09	32	57	27.42	27.55	0.0000485	0
WSC	2016	9	9	3	2016-09-09	31	57	27.42	27.55	0.0000483	0
WSC	2016	9	9	4	2016-09-09	31	57	27.42	27.55	0.0000481	56.94
WSC	2016	9	9	5	2016-09-09	31	57	27.42	27.55	0.0000479	0
WSC	2016	9	9	6	2016-09-09	31	57	27.42	27.55	0.0000476	0
WSC	2016	9	9	7	2016-09-09	31	57	27.42	27.55	0.0000474	0
WSC	2016	9	9	8	2016-09-09	31	57	27.42	27.55	0.0000472	0
WSC	2016	9	9	9	2016-09-09	31	57	27.42	27.55	0.0000469	0
WSC	2016	9	9	10	2016-09-09	32	57	27.42	27.55	0.0000467	0
WSC	2016	9	9	11	2016-09-09	31	57	27.42	27.55	0.0000465	0
WSC	2016	9	9	12	2016-09-09	31	57	27.42	27.55	0.0000462	56.77
WSC	2016	9	9	13	2016-09-09	31	57	27.42	27.55	0.000046	0
WSC	2016	9	9	14	2016-09-09	31	57	27.42	27.55	0.0000458	0
WSC	2016	9	9	15	2016-09-09	31	57	27.42	27.55	0.0000455	0
WSC	2016	9	9	16	2016-09-09	31	57	27.42	27.55	0.0000453	0
WSC	2016	9	9	17	2016-09-09	31	57	27.42	27.55	0.0000451	0
WSC	2016	9	9	18	2016-09-09	31	57	27.42	27.55	0.0000449	0
WSC	2016	9	9	19	2016-09-09	31	57	27.42	27.55	0.0000446	0
WSC	2016	9	9	20	2016-09-09	31	57	27.43	27.55	0.0000444	0
WSC	2016	9	9	21	2016-09-09	31	57	27.43	27.55	0.0000442	0
WSC	2016	9	9	22	2016-09-09	31	57	27.43	27.55	0.000044	0
WSC	2016	9	9	23	2016-09-09	31	57	27.43	27.55	0.0000438	0
WSC	2016	9	10	0	2016-09-10	32	57	27.43	27.55	0.0000436	0
WSC	2016	9	10	1	2016-09-10	32	57	27.43	27.55	0.0000433	0
WSC	2016	9	10	2	2016-09-10	32	58	27.43	27.55	0.0000431	0
WSC	2016	9	10	3	2016-09-10	32	58	27.43	27.55	0.0000429	0
WSC	2016	9	10	4	2016-09-10	32	57	27.43	27.55	0.0000427	0
WSC	2016	9	10	5	2016-09-10	32	57	27.43	27.55	0.0000426	0
WSC	2016	9	10	6	2016-09-10	31	57	27.43	27.55	0.0000424	0
WSC	2016	9	10	7	2016-09-10	32	57	27.43	27.55	0.0000422	0
WSC	2016	9	10	8	2016-09-10	31	57	27.43	27.55	0.000042	0
WSC	2016	9	10	9	2016-09-10	31	57	27.43	27.55	0.0000418	0
WSC	2016	9	10	10	2016-09-10	31	57	27.43	27.55	0.0000416	0
WSC	2016	9	10	11	2016-09-10	32	57	27.43	27.55	0.0000415	0
WSC	2016	9	10	12	2016-09-10	32	58	27.44	27.55	0.0000413	0
WSC	2016	9	10	13	2016-09-10	32	58	27.44	27.55	0.0000412	0
WSC	2016	9	10	14	2016-09-10	32	58	27.44	27.55	0.000041	0
WSC	2016	9	10	15	2016-09-10	31	57	27.44	27.55	0.0000408	57.1
WSC	2016	9	10	16	2016-09-10	31	57	27.44	27.55	0.0000407	0
WSC	2016	9	10	17	2016-09-10	31	57	27.44	27.55	0.0000405	0
WSC	2016	9	10	18	2016-09-10	31	57	27.44	27.55	0.0000404	0
WSC	2016	9	10	19	2016-09-10	31	57	27.44	27.55	0.0000403	0
WSC	2016	9	10	20	2016-09-10	31	57	27.44	27.55	0.0000401	0
WSC	2016	9	10	21	2016-09-10	32	57	27.44	27.55	0.00004	0
WSC	2016	9	10	22	2016-09-10	31	57	27.44	27.55	0.0000399	0
WSC	2016	9	10	23	2016-09-10	31	57	27.44	27.55	0.0000398	0
WSC	2016	9	11	0	2016-09-11	31	57	27.45	27.55	0.0000397	0
WSC	2016	9	11	1	2016-09-11	31	57	27.45	27.55	0.0000396	0
WSC	2016	9	11	2	2016-09-11	31	56	27.45	27.55	0.0000395	0
WSC	2016	9	11	3	2016-09-11	31	56	27.45	27.55	0.0000394	0
WSC	2016	9	11	4	2016-09-11	31	57	27.45	27.56	0.0000393	0
WSC	2016	9	11	5	2016-09-11	31	57	27.45	27.56	0.0000392	0
WSC	2016	9	11	6	2016-09-11	31	57	27.45	27.56	0.0000391	0
WSC	2016	9	11	7	2016-09-11	31	57	27.45	27.56	0.000039	0
WSC	2016	9	11	8	2016-09-11	31	57	27.45	27.56	0.0000389	0
WSC	2016	9	11	9	2016-09-11	31	57	27.45	27.56	0.0000389	0
WSC	2016	9	11	10	2016-09-11	31	57	27.45	27.56	0.0000388	0
WSC	2016	9	11	11	2016-09-11	31	56	27.45	27.56	0.0000387	0
WSC	2016	9	11	12	2016-09-11	31	56	27.46	27.56	0.0000387	0
WSC	2016	9	11	13	2016-09-11	31	56	27.46	27.56	0.0000386	0
WSC	2016	9	11	14	2016-09-11	31	56	27.46	27.56	0.0000386	0
WSC	2016	9	11	15	2016-09-11	31	56	27.46	27.56	0.0000385	0
WSC	2016	9	11	16	2016-09-11	30	56	27.46	27.56	0.0000385	0
WSC	2016	9	11	17	2016-09-11	31	56	27.46	27.56	0.0000385	0
WSC	2016	9	11	18	2016-09-11	31	56	27.46	27.56	0.0000384	0
WSC	2016	9	11	19	2016-09-11	31	56	27.46	27.57	0.0000384	0
WSC	2016	9	11	20	2016-09-11	31	56	27.46	27.57	0.0000384	0
WSC	2016	9	11	21	2016-09-11	31	57	27.46	27.57	0.0000384	0
WSC	2016	9	11	22	2016-09-11	31	56	27.46	27.57	0.0000384	0
WSC	2016	9	11	23	2016-09-11	30	56	27.46	27.57	0.0000384	0
WSC	2016	9	12	0	2016-09-12	30	56	27.46	27.57	0.0000383	0
WSC	2016	9	12	1	2016-09-12	31	57	27.46	27.57	0.0000384	0
WSC	2016	9	12	2	2016-09-12	31	56	27.46	27.57	0.0000384	0
WSC	2016	9	12	3	2016-09-12	30	56	27.46	27.57	0.0000384	0
WSC	2016	9	12	4	2016-09-12	30	55	27.46	27.57	0.0000384	0
WSC	2016	9	12	5	2016-09-12	30	57	27.47	27.57	0.0000384	0
WSC	2016	9	12	6	2016-09-12	31	56	27.47	27.57	0.0000384	0
WSC	2016	9	12	7	2016-09-12	31	56	27.47	27.57	0.0000384	0
WSC	2016	9	12	8	2016-09-12	30	57	27.47	27.57	0.0000385	0
WSC	2016	9	12	9	2016-09-12	30	56	27.47	27.57	0.0000385	0
WSC	2016	9	12	10	2016-09-12	30	57	27.47	27.57	0.0000385	0
WSC	2016	9	12	11	2016-09-12	30	56	27.47	27.57	0.0000386	0
WSC	2016	9	12	12	2016-09-12	30	56	27.47	27.57	0.0000386	0
WSC	2016	9	12	13	2016-09-12	30	56	27.47	27.57	0.0000387	0
WSC	2016	9	12	14	2016-09-12	30	56	27.47	27.57	0.0000387	0
WSC	2016	9	12	15	2016-09-12	30	55	27.47	27.57	0.0000388	0
WSC	2016	9	12	16	2016-09-12	31	56	27.47	27.57	0.0000388	0
WSC	2016	9	12	17	2016-09-12	31	56	27.46	27.57	0.0000389	0
WSC	2016	9	12	18	2016-09-12	30	56	27.46	27.57	0.000039	0
WSC	2016	9	12	19	2016-09-12	30	56	27.46	27.57	0.000039	0
WSC	2016	9	12	20	2016-09-12	31	57	27.46	27.57	0.0000391	0
WSC	2016	9	12	21	2016-09-12	30	56	27.46	27.57	0.0000392	0
WSC	2016	9	12	22	2016-09-12	30	57	27.46	27.57	0.0000392	0
WSC	2016	9	12	23	2016-09-12	31	56	27.46	27.57	0.0000393	0
WSC	2016	9	13	0	2016-09-13	31	56	27.46	27.57	0.0000394	0
WSC	2016	9	13	1	2016-09-13	31	57	27.46	27.57	0.0000395	0
WSC	2016	9	13	2	2016-09-13	31	57	27.46	27.57	0.0000395	0
WSC	2016	9	13	3	2016-09-13	31	56	27.46	27.57	0.0000396	0
WSC	2016	9	13	4	2016-09-13	30	56	27.46	27.57	0.0000397	0
WSC	2016	9	13	5	2016-09-13	31	56	27.46	27.57	0.0000398	0
WSC	2016	9	13	6	2016-09-13	31	56	27.46	27.56	0.0000399	0
WSC	2016	9	13	7	2016-09-13	30	56	27.45	27.56	0.0000399	0
WSC	2016	9	13	8	2016-09-13	31	56	27.45	27.56	0.00004	0
WSC	2016	9	13	9	2016-09-13	31	56	27.45	27.56	0.0000401	0
WSC	2016	9	13	10	2016-09-13	31	56	27.45	27.56	0.0000402	0
WSC	2016	9	13	11	2016-09-13	31	56	27.45	27.56	0.0000402	0
WSC	2016	9	13	12	2016-09-13	30	56	27.45	27.56	0.0000403	0
WSC	2016	9	13	13	2016-09-13	30	56	27.45	27.56	0.0000404	0
WSC	2016	9	13	14	2016-09-13	30	56	27.45	27.56	0.0000404	0
WSC	2016	9	13	15	2016-09-13	30	56	27.45	27.56	0.0000405	0
WSC	2016	9	13	16	2016-09-13	30	56	27.44	27.55	0.0000405	0
WSC	2016	9	13	17	2016-09-13	30	56	27.44	27.55	0.0000406	0
WSC	2016	9	13	18	2016-09-13	31	56	27.44	27.55	0.0000406	0
WSC	2016	9	13	19	2016-09-13	31	57	27.44	27.55	0.0000407	0
WSC	2016	9	13	20	2016-09-13	31	57	27.44	27.55	0.0000407	0
WSC	2016	9	13	21	2016-09-13	31	57	27.44	27.55	0.0000407	0
WSC	2016	9	13	22	2016-09-13	31	57	27.44	27.55	0.0000408	0
WSC	2016	9	13	23	2016-09-13	31	57	27.44	27.55	0.0000408	0
WSC	2016	9	14	0	2016-09-14	31	57	27.43	27.55	0.0000408	0
WSC	2016	9	14	1	2016-09-14	31	57	27.43	27.54	0.0000408	0
WSC	2016	9	14	2	2016-09-14	30	56	27.43	27.54	0.0000408	0
WSC	2016	9	14	3	2016-09-14	30	56	27.43	27.54	0.0000408	0
WSC	2016	9	14	4	2016-09-14	30	56	27.43	27.54	0.0000408	0
WSC	2016	9	14	5	2016-09-14	30	56	27.43	27.54	0.0000407	0
WSC	2016	9	14	6	2016-09-14	30	56	27.43	27.54	0.0000407	0
WSC	2016	9	14	7	2016-09-14	31	56	27.43	27.54	0.0000406	0
WSC	2016	9	14	8	2016-09-14	31	57	27.43	27.54	0.0000406	0
WSC	2016	9	14	9	2016-09-14	31	57	27.42	27.53	0.0000405	0
WSC	2016	9	14	10	2016-09-14	31	57	27.42	27.53	0.0000405	0
WSC	2016	9	14	11	2016-09-14	31	57	27.42	27.53	0.0000404	0
WSC	2016	9	14	12	2016-09-14	30	57	27.42	27.53	0.0000403	0
WSC	2016	9	14	13	2016-09-14	31	56	27.42	27.53	0.0000402	0
WSC	2016	9	14	14	2016-09-14	30	57	27.42	27.53	0.00004	0
WSC	2016	9	14	15	2016-09-14	30	55	27.42	27.53	0.0000399	0
WSC	2016	9	14	16	2016-09-14	30	56	27.42	27.53	0.0000398	0
WSC	2016	9	14	17	2016-09-14	30	56	27.42	27.53	0.0000396	0
WSC	2016	9	14	18	2016-09-14	29	56	27.42	27.52	0.0000395	0
WSC	2016	9	14	19	2016-09-14	30	56	27.42	27.52	0.0000393	0
WSC	2016	9	14	20	2016-09-14	31	56	27.42	27.52	0.0000391	0
WSC	2016	9	14	21	2016-09-14	31	57	27.42	27.52	0.0000389	0
WSC	2016	9	14	22	2016-09-14	31	57	27.41	27.52	0.0000387	0
WSC	2016	9	14	23	2016-09-14	31	56	27.41	27.52	0.0000385	0
WSC	2016	9	15	0	2016-09-15	31	57	27.41	27.52	0.0000383	0
WSC	2016	9	15	1	2016-09-15	32	57	27.41	27.52	0.0000381	0
WSC	2016	9	15	2	2016-09-15	31	57	27.41	27.52	0.0000378	0
WSC	2016	9	15	3	2016-09-15	31	57	27.41	27.52	0.0000376	0
WSC	2016	9	15	4	2016-09-15	30	56	27.41	27.52	0.0000373	55.6
WSC	2016	9	15	5	2016-09-15	30	56	27.41	27.51	0.000037	55.89
WSC	2016	9	15	6	2016-09-15	30	56	27.41	27.51	0.0000368	0
WSC	2016	9	15	7	2016-09-15	31	56	27.41	27.51	0.0000365	56.14
WSC	2016	9	15	8	2016-09-15	30	56	27.41	27.51	0.0000362	56.28
WSC	2016	9	15	9	2016-09-15	30	56	27.41	27.51	0.0000358	0
WSC	2016	9	15	10	2016-09-15	31	56	27.42	27.51	0.0000355	0
WSC	2016	9	15	11	2016-09-15	31	57	27.42	27.51	0.0000352	0
WSC	2016	9	15	12	2016-09-15	31	57	27.42	27.51	0.0000349	0
WSC	2016	9	15	13	2016-09-15	31	57	27.42	27.51	0.0000345	57.21
WSC	2016	9	15	14	2016-09-15	31	57	27.42	27.51	0.0000342	0
WSC	2016	9	15	15	2016-09-15	30	56	27.42	27.51	0.0000338	0
WSC	2016	9	15	16	2016-09-15	30	56	27.42	27.51	0.0000334	0
WSC	2016	9	15	17	2016-09-15	30	56	27.42	27.51	0.000033	55.78
WSC	2016	9	15	18	2016-09-15	30	56	27.42	27.51	0.0000327	55.72
WSC	2016	9	15	19	2016-09-15	30	56	27.42	27.51	0.0000323	0
WSC	2016	9	15	20	2016-09-15	30	56	27.42	27.51	0.0000319	0
WSC	2016	9	15	21	2016-09-15	31	56	27.42	27.51	0.0000315	0
WSC	2016	9	15	22	2016-09-15	31	57	27.42	27.51	0.0000311	0
WSC	2016	9	15	23	2016-09-15	31	57	27.42	27.51	0.0000306	57.18
WSC	2016	9	16	0	2016-09-16	32	57	27.43	27.51	0.0000302	0
WSC	2016	9	16	1	2016-09-16	32	58	27.43	27.51	0.0000298	0
WSC	2016	9	16	2	2016-09-16	32	57	27.43	27.51	0.0000294	0
WSC	2016	9	16	3	2016-09-16	31	57	27.43	27.51	0.0000289	0
WSC	2016	9	16	4	2016-09-16	30	56	27.43	27.51	0.0000285	0
WSC	2016	9	16	5	2016-09-16	30	56	27.43	27.51	0.000028	0
WSC	2016	9	16	6	2016-09-16	30	56	27.43	27.51	0.0000276	0
WSC	2016	9	16	7	2016-09-16	30	56	27.43	27.51	0.0000271	0
WSC	2016	9	16	8	2016-09-16	30	56	27.44	27.51	0.0000267	0
WSC	2016	9	16	9	2016-09-16	30	56	27.44	27.51	0.0000262	0
WSC	2016	9	16	10	2016-09-16	31	56	27.44	27.51	0.0000258	0
WSC	2016	9	16	11	2016-09-16	31	57	27.44	27.51	0.0000253	0
WSC	2016	9	16	12	2016-09-16	31	57	27.44	27.51	0.0000248	0
WSC	2016	9	16	13	2016-09-16	32	57	27.44	27.51	0.0000244	0
WSC	2016	9	16	14	2016-09-16	32	57	27.45	27.51	0.0000239	0
WSC	2016	9	16	15	2016-09-16	31	57	27.45	27.51	0.0000234	56.9
WSC	2016	9	16	16	2016-09-16	30	56	27.45	27.51	0.000023	56.2
WSC	2016	9	16	17	2016-09-16	30	56	27.45	27.51	0.0000225	55.88
WSC	2016	9	16	18	2016-09-16	30	56	27.45	27.51	0.0000221	55.8
WSC	2016	9	16	19	2016-09-16	30	56	27.45	27.51	0.0000216	55.72
WSC	2016	9	16	20	2016-09-16	30	56	27.46	27.51	0.0000211	0
WSC	2016	9	16	21	2016-09-16	30	56	27.46	27.51	0.0000207	56.1
WSC	2016	9	16	22	2016-09-16	31	57	27.46	27.51	0.0000202	0
WSC	2016	9	16	23	2016-09-16	32	57	27.46	27.51	0.0000197	0
WSC	2016	9	17	0	2016-09-17	32	58	27.46	27.51	0.0000193	0
WSC	2016	9	17	1	2016-09-17	33	59	27.46	27.51	0.0000188	0
WSC	2016	9	17	2	2016-09-17	33	59	27.47	27.52	0.0000184	0
WSC	2016	9	17	3	2016-09-17	33	58	27.47	27.52	0.0000179	0
WSC	2016	9	17	4	2016-09-17	31	57	27.47	27.52	0.0000175	0
WSC	2016	9	17	5	2016-09-17	30	56	27.47	27.52	0.000017	0
WSC	2016	9	17	6	2016-09-17	30	55	27.47	27.52	0.0000166	0
WSC	2016	9	17	7	2016-09-17	30	56	27.47	27.52	0.0000162	0
WSC	2016	9	17	8	2016-09-17	30	56	27.48	27.52	0.0000157	0
WSC	2016	9	17	9	2016-09-17	30	56	27.48	27.52	0.0000153	56.1
WSC	2016	9	17	10	2016-09-17	30	56	27.48	27.52	0.0000149	56.29
WSC	2016	9	17	11	2016-09-17	30	56	27.48	27.52	0.0000145	56.44
WSC	2016	9	17	12	2016-09-17	31	57	27.48	27.52	0.0000141	57.1
WSC	2016	9	17	13	2016-09-17	31	57	27.48	27.52	0.0000137	57.38
WSC	2016	9	17	14	2016-09-17	32	58	27.49	27.52	0.0000133	0
WSC	2016	9	17	15	2016-09-17	32	57	27.49	27.52	0.0000129	0
WSC	2016	9	17	16	2016-09-17	31	57	27.49	27.52	0.0000125	0
WSC	2016	9	17	17	2016-09-17	31	56	27.49	27.52	0.0000121	56.05
WSC	2016	9	17	18	2016-09-17	29	56	27.49	27.52	0.0000118	0
WSC	2016	9	17	19	2016-09-17	30	56	27.49	27.53	0.0000114	55.54
WSC	2016	9	17	20	2016-09-17	30	56	27.5	27.53	0.000011	55.69
WSC	2016	9	17	21	2016-09-17	31	56	27.5	27.53	0.0000107	56.08
WSC	2016	9	17	22	2016-09-17	31	56	27.5	27.53	0.0000104	56.41
WSC	2016	9	17	23	2016-09-17	31	57	27.5	27.53	0.00001	56.76
WSC	2016	9	18	0	2016-09-18	32	58	27.5	27.53	0.0000097	57.7
WSC	2016	9	18	1	2016-09-18	33	58	27.5	27.53	0.0000094	58.5
WSC	2016	9	18	2	2016-09-18	33	58	27.51	27.53	0.0000091	58.22
WSC	2016	9	18	3	2016-09-18	33	58	27.51	27.53	0.0000088	58.15
WSC	2016	9	18	4	2016-09-18	31	57	27.51	27.53	0.0000086	56.88
WSC	2016	9	18	5	2016-09-18	30	56	27.51	27.53	0.0000083	56.02
WSC	2016	9	18	6	2016-09-18	30	56	27.51	27.53	0.000008	55.6
WSC	2016	9	18	7	2016-09-18	30	55	27.51	27.53	0.0000078	55.31
WSC	2016	9	18	8	2016-09-18	30	55	27.51	27.53	0.0000076	55.31
WSC	2016	9	18	9	2016-09-18	30	56	27.52	27.54	0.0000073	55.61
WSC	2016	9	18	10	2016-09-18	30	56	27.52	27.54	0.0000071	55.9
WSC	2016	9	18	11	2016-09-18	31	57	27.52	27.54	0.0000069	56.5
WSC	2016	9	18	12	2016-09-18	32	57	27.52	27.54	0.0000067	57.28
WSC	2016	9	18	13	2016-09-18	32	58	27.52	27.54	0.0000065	57.72
WSC	2016	9	18	14	2016-09-18	33	59	27.52	27.54	0.0000064	0
WSC	2016	9	18	15	2016-09-18	33	58	27.52	27.54	0.0000062	58.24
WSC	2016	9	18	16	2016-09-18	32	57	27.52	27.54	0.0000061	57.27
WSC	2016	9	18	17	2016-09-18	31	56	27.52	27.54	0.0000059	56.43
WSC	2016	9	18	18	2016-09-18	30	56	27.53	27.54	0.0000058	55.85
WSC	2016	9	18	19	2016-09-18	30	56	27.53	27.54	0.0000057	55.53
WSC	2016	9	18	20	2016-09-18	30	56	27.53	27.54	0.0000056	55.74
